,Player,Round,Pick,Draft Year,College,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
438,John Henson,1,14,2012,North Carolina,109,82,23.8,4.4,8.8,4.3,8.5,0.0,0.2,1.6,3.2,2.5,5.7,8.1,1.0,0.6,2.5,1.5,1.5,10.3,0.497,0.505,0.208,0.484,0.501,0.5,F
439,Xavier Henry,1,12,2010,Kansas,36,36,27.5,4.5,9.8,2.6,5.3,1.9,4.6,2.5,3.2,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,0.458,0.492,0.418,0.783,0.591,0.555,G
440,Taylor Hendricks,1,9,2023,UCF,34,34,34.7,5.4,11.3,3.6,6.8,1.8,4.6,2.5,3.2,2.4,4.6,7.0,1.4,0.9,1.7,1.4,2.0,15.1,0.478,0.535,0.394,0.782,0.589,0.557,F
441,Lazar Hayward,1,30,2010,Marquette,34,34,32.3,6.5,15.1,4.6,9.6,1.9,5.5,3.1,3.7,2.1,5.4,7.5,1.5,1.9,0.5,2.0,3.4,18.1,0.432,0.479,0.349,0.843,0.536,0.495,F
442,Gordon Hayward,1,9,2010,Butler,37,37,33.5,4.7,10.1,3.4,5.8,1.3,4.3,4.8,5.8,1.9,6.3,8.2,1.7,1.1,0.8,2.3,2.1,15.5,0.464,0.592,0.294,0.829,0.601,0.527,F
443,Jaxson Hayes,1,8,2019,Texas,32,21,23.3,3.8,5.3,3.8,5.3,0.0,0.0,2.3,3.1,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,0.728,0.728,,0.74,0.739,0.728,F
444,Jordan Hawkins,1,14,2023,Connecticut,64,41,23.2,3.6,9.1,1.5,3.5,2.1,5.7,2.5,2.8,0.8,2.3,3.0,1.0,0.5,0.4,1.2,1.7,11.8,0.396,0.428,0.376,0.872,0.564,0.512,G
445,Tyler Harvey,2,51,2015,Eastern Washington,84,67,31.4,5.9,12.7,2.8,5.5,3.1,7.2,3.8,4.4,0.6,2.9,3.5,2.3,1.0,0.2,1.8,1.9,18.6,0.463,0.504,0.432,0.847,0.629,0.585,G
446,Josh Hart,1,30,2017,Villanova,146,77,28.0,4.6,9.1,3.2,5.4,1.4,3.6,2.5,3.4,1.7,3.8,5.6,1.8,1.1,0.3,1.3,2.2,13.2,0.511,0.592,0.389,0.72,0.614,0.589,G
447,Andrew Harrison,2,44,2015,Kentucky,79,78,28.6,2.8,7.6,1.9,5.2,0.9,2.4,3.6,4.6,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1,0.372,0.374,0.367,0.777,0.517,0.43,G
448,Tobias Harris,1,19,2011,Tennessee,34,33,29.2,5.4,11.8,4.8,9.6,0.7,2.2,3.8,5.0,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,0.46,0.497,0.303,0.753,0.54,0.489,F
449,Jalen Harris,2,59,2020,Nevada,68,43,27.7,5.6,12.5,4.0,7.9,1.7,4.6,3.4,4.1,0.8,4.0,4.8,2.7,1.0,0.2,2.1,1.9,16.4,0.451,0.505,0.359,0.838,0.566,0.517,G
450,Gary Harris,1,19,2014,Michigan State,69,67,31.0,5.0,11.4,2.9,5.7,2.1,5.6,2.7,3.5,1.0,2.3,3.3,2.0,1.6,0.3,1.6,2.0,14.9,0.44,0.503,0.376,0.788,0.571,0.533,G
451,Joe Harris,2,33,2014,Virginia,135,128,30.3,4.2,9.5,2.3,4.7,1.9,4.8,2.2,3.1,0.9,2.9,3.8,1.9,0.9,0.4,1.6,2.3,12.6,0.445,0.484,0.407,0.722,0.577,0.548,G
452,Josh Harrellson,2,45,2011,Kentucky,60,38,19.5,2.3,3.9,2.3,3.7,0.1,0.2,0.6,1.0,2.5,3.5,5.9,0.5,0.6,1.1,0.6,1.7,5.3,0.594,0.614,0.286,0.603,0.606,0.603,F
453,Montrezl Harrell,2,32,2015,Louisville,112,75,26.4,4.8,8.1,4.7,7.8,0.1,0.4,1.9,3.6,2.6,4.3,6.9,0.9,0.8,1.1,1.3,1.9,11.6,0.586,0.6,0.275,0.533,0.586,0.592,F
454,Justin Harper,2,32,2011,Richmond,72,72,28.5,5.3,10.4,3.7,6.3,1.7,4.1,2.0,2.6,1.7,4.5,6.2,1.1,0.7,1.1,1.4,2.3,14.3,0.514,0.585,0.405,0.753,0.615,0.593,F
455,Maurice Harkless,1,15,2012,St. John's (NY),32,32,36.1,6.0,13.3,5.5,10.9,0.5,2.5,2.9,4.3,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,0.452,0.506,0.215,0.676,0.504,0.472,G
456,Tim Hardaway Jr.,1,24,2013,Michigan,107,107,33.3,4.9,11.6,3.0,6.1,1.9,5.5,2.6,3.6,0.6,3.5,4.1,2.1,0.7,0.3,1.7,2.0,14.3,0.425,0.5,0.343,0.724,0.539,0.507,G
457,Luke Harangody,2,52,2010,Notre Dame,30,25,33.0,8.1,16.9,7.3,14.2,0.8,2.7,4.7,5.9,2.2,6.9,9.1,1.6,0.5,0.7,1.8,2.3,21.8,0.481,0.514,0.309,0.787,0.552,0.506,F
458,Olivier Hanlan,2,42,2015,Boston College,97,95,36.0,5.8,12.9,4.0,7.8,1.8,5.0,4.3,5.6,0.6,3.3,3.9,3.1,1.1,0.1,2.4,2.2,17.8,0.453,0.512,0.361,0.778,0.574,0.524,G
459,Jaylen Hands,2,56,2019,UCLA,64,48,28.3,4.1,9.9,2.4,5.4,1.7,4.6,2.3,3.0,0.5,3.3,3.8,4.4,1.2,0.2,2.5,1.4,12.1,0.409,0.44,0.373,0.762,0.533,0.495,G
460,A.J. Hammons,2,46,2016,Purdue,132,95,24.3,4.6,8.6,4.6,8.4,0.0,0.2,2.7,4.0,2.4,4.7,7.0,0.8,0.4,2.6,2.1,2.5,12.1,0.539,0.544,0.261,0.69,0.574,0.541,C
461,Justin Hamilton,2,45,2012,Louisiana State,64,63,25.8,3.6,6.9,3.6,6.7,0.0,0.2,2.4,3.2,3.0,3.3,6.3,0.6,0.5,1.2,1.4,2.4,9.7,0.527,0.535,0.25,0.754,0.579,0.531,C
462,Jordan Hamilton,1,26,2011,Texas,70,36,26.2,5.2,12.2,3.1,6.6,2.1,5.6,1.9,2.7,1.5,4.2,5.7,1.8,0.8,0.5,1.8,1.5,14.5,0.43,0.475,0.377,0.71,0.538,0.516,G
463,Daniel Hamilton,2,56,2016,Connecticut,71,71,31.6,4.2,10.9,2.9,7.1,1.3,3.9,2.0,2.6,1.0,7.3,8.3,4.2,1.0,0.4,2.3,2.1,11.7,0.384,0.409,0.337,0.772,0.481,0.443,G
464,Devon Hall,2,53,2018,Virginia,128,89,24.0,2.4,5.7,1.5,3.4,0.9,2.3,1.2,1.5,0.3,2.8,3.2,2.1,0.6,0.2,0.9,1.4,6.9,0.419,0.44,0.389,0.807,0.538,0.498,G
465,Tyrese Haliburton,1,12,2020,Iowa State,57,56,34.6,3.7,7.2,1.9,3.1,1.8,4.2,1.0,1.2,1.0,3.4,4.4,4.7,1.9,0.8,1.6,1.3,10.1,0.509,0.621,0.426,0.775,0.645,0.631,G
466,P.J. Hairston,1,26,2014,North Carolina,71,14,18.1,3.1,8.0,1.3,2.9,1.8,5.1,2.0,2.5,1.3,1.9,3.2,1.0,0.8,0.3,0.9,1.7,10.0,0.388,0.458,0.349,0.8,0.544,0.5,G
467,Rui Hachimura,1,9,2019,Gonzaga,102,39,19.7,4.5,7.8,4.3,7.1,0.2,0.7,2.8,3.7,1.1,3.3,4.4,0.8,0.6,0.5,1.2,1.6,12.1,0.579,0.607,0.316,0.746,0.629,0.594,F
468,Kyle Guy,2,55,2019,Virginia,106,78,29.1,4.4,10.1,2.0,4.5,2.4,5.6,1.3,1.6,0.4,2.6,3.0,1.6,0.7,0.0,1.1,1.1,12.5,0.433,0.444,0.425,0.806,0.572,0.552,G
469,Mouhamed Gueye,2,39,2023,Washington State,68,66,26.9,4.3,8.9,4.1,7.9,0.3,1.0,1.8,2.9,2.7,4.0,6.7,1.2,0.8,0.9,1.6,2.7,10.7,0.489,0.515,0.277,0.613,0.523,0.504,F
470,Quentin Grimes,1,25,2021,Houston,96,87,29.3,4.2,10.3,2.2,4.7,2.0,5.6,2.0,2.9,0.9,3.0,3.9,2.2,0.9,0.2,2.0,2.3,12.5,0.411,0.464,0.366,0.701,0.536,0.51,G
471,AJ Griffin,1,16,2022,Duke,39,25,24.0,3.7,7.6,1.9,3.5,1.8,4.1,1.1,1.4,0.8,3.2,3.9,1.0,0.5,0.6,0.6,1.1,10.4,0.493,0.547,0.447,0.792,0.63,0.613,F
472,Josh Green,1,18,2020,Arizona,30,30,30.9,4.1,9.6,3.1,6.8,1.0,2.8,2.8,3.6,1.3,3.3,4.6,2.6,1.5,0.4,1.6,2.4,12.0,0.424,0.449,0.361,0.78,0.528,0.476,G
473,Erick Green,2,46,2013,Virginia Tech,129,89,28.3,4.6,10.5,3.5,7.3,1.1,3.2,3.2,4.0,0.5,2.1,2.6,2.5,1.2,0.2,1.4,1.6,13.5,0.437,0.48,0.338,0.804,0.543,0.488,G
474,Draymond Green,2,35,2012,Michigan State,108,66,29.6,4.6,10.0,3.8,7.7,0.8,2.3,2.9,4.1,2.3,6.8,9.0,3.6,1.5,1.0,2.3,3.1,12.9,0.46,0.49,0.363,0.695,0.54,0.502,F
475,Raiquan Gray,2,59,2021,Florida State,90,52,18.5,2.4,5.3,2.1,4.1,0.3,1.1,1.7,2.3,1.0,2.9,3.9,1.4,1.0,0.5,1.5,2.2,6.8,0.458,0.512,0.262,0.732,0.535,0.486,F
476,Jerian Grant,1,19,2015,Notre Dame,119,117,36.4,4.7,10.7,3.2,6.4,1.5,4.4,3.8,4.8,0.4,2.5,2.9,5.8,1.5,0.3,2.2,1.8,14.6,0.436,0.498,0.345,0.79,0.563,0.506,G
477,Jerami Grant,2,39,2014,Syracuse,72,29,21.9,2.6,5.3,2.5,5.1,0.1,0.3,2.2,3.5,1.7,2.9,4.7,0.9,0.6,0.5,0.9,1.8,7.5,0.486,0.496,0.3,0.641,0.536,0.494,F
478,Devonte' Graham,2,34,2018,Kansas,142,111,31.7,3.8,9.1,1.8,4.0,2.1,5.1,2.5,3.2,0.4,2.7,3.1,4.5,1.4,0.1,1.9,1.7,12.3,0.422,0.437,0.409,0.787,0.578,0.536,G
479,Andrew Goudelock,2,46,2011,College of Charleston,71,71,35.4,8.0,17.6,4.8,9.6,3.2,8.0,2.4,2.9,0.7,3.4,4.1,4.1,1.0,0.3,2.6,1.7,21.6,0.453,0.497,0.401,0.822,0.568,0.544,G
480,Aaron Gordon,1,4,2014,Arizona,38,38,31.2,5.0,10.1,4.6,8.9,0.4,1.2,2.0,4.7,2.7,5.3,8.0,2.0,0.9,1.0,1.4,2.4,12.4,0.495,0.513,0.356,0.422,0.503,0.516,F
481,Archie Goodwin,1,29,2013,Kentucky,33,33,31.8,4.8,10.8,4.2,8.9,0.5,1.9,4.1,6.4,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,0.44,0.478,0.266,0.637,0.509,0.464,G
482,Shai Gilgeous-Alexander,1,11,2018,Kentucky,37,24,33.7,4.9,10.2,4.3,8.6,0.6,1.5,3.9,4.7,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,0.485,0.5,0.404,0.817,0.578,0.516,G
483,Harry Giles,1,20,2017,Duke,26,6,11.5,1.7,3.0,1.7,3.0,0.0,0.0,0.5,0.9,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,0.577,0.577,,0.5,0.57,0.577,F
484,Paul George,1,10,2010,Fresno State,29,29,33.2,5.3,12.5,3.3,6.8,2.0,5.8,4.1,4.6,1.9,5.3,7.2,3.0,2.2,0.8,3.2,2.9,16.8,0.424,0.485,0.353,0.909,0.572,0.506,F
485,Keyonte George,1,16,2023,Baylor,33,33,28.6,4.7,12.5,2.4,5.6,2.3,6.9,3.6,4.5,1.0,3.2,4.2,2.8,1.1,0.2,2.9,2.1,15.3,0.376,0.424,0.338,0.793,0.524,0.47,G
486,Michael Gbinije,2,49,2016,Syracuse,120,61,25.5,3.4,7.5,2.1,4.1,1.3,3.4,1.7,2.6,0.8,2.3,3.1,2.6,1.3,0.3,1.6,2.1,9.8,0.454,0.511,0.387,0.639,0.561,0.543,F
487,Luka Garza,2,52,2021,Iowa,127,118,27.1,6.9,12.6,5.9,10.0,0.9,2.6,3.5,5.0,2.7,4.6,7.3,1.2,0.5,1.2,1.4,2.4,18.2,0.546,0.592,0.367,0.701,0.608,0.583,F
488,Darius Garland,1,5,2019,Vanderbilt,5,5,27.8,5.8,10.8,3.6,6.2,2.2,4.6,2.4,3.2,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,0.537,0.581,0.478,0.75,0.657,0.639,G
489,Tiny Gallon,2,47,2010,Oklahoma,30,21,24.0,4.1,7.4,3.9,6.9,0.1,0.6,2.1,3.0,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,0.547,0.573,0.235,0.697,0.584,0.556,F
490,Daniel Gafford,2,38,2019,Arkansas,67,58,25.5,5.6,8.9,5.6,8.9,0.0,0.0,3.0,5.3,2.5,4.9,7.4,0.7,0.7,2.1,1.7,3.0,14.3,0.635,0.635,,0.562,0.626,0.635,F
491,Markelle Fultz,1,1,2017,Washington,25,25,35.7,8.4,17.6,6.3,12.5,2.1,5.0,4.4,6.7,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,0.476,0.502,0.413,0.649,0.558,0.535,G
492,Jimmer Fredette,1,10,2011,Brigham Young,71,70,33.5,8.0,17.7,5.2,10.8,2.8,6.9,6.7,7.5,0.7,2.6,3.3,4.5,1.3,0.1,3.2,1.2,25.6,0.455,0.482,0.412,0.893,0.603,0.535,G
493,Melvin Frazier,2,35,2018,Tulane,94,69,27.7,3.8,7.9,3.0,5.2,0.9,2.8,2.1,3.2,1.2,3.2,4.4,1.7,1.6,0.5,2.0,2.0,10.6,0.481,0.572,0.312,0.653,0.56,0.536,G
494,Jamaal Franklin,2,41,2013,San Diego State,85,54,25.9,4.3,10.0,3.1,6.2,1.2,3.8,4.0,5.1,1.5,5.5,7.0,1.9,1.0,0.6,2.6,2.1,13.7,0.426,0.504,0.302,0.78,0.55,0.484,G
495,De'Aaron Fox,1,5,2017,Kentucky,36,34,29.6,5.9,12.4,5.5,10.5,0.5,1.9,4.3,5.9,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,0.479,0.521,0.246,0.736,0.549,0.498,G
496,Malachi Flynn,1,29,2020,San Diego State,94,92,33.3,4.8,11.4,2.5,5.2,2.2,6.2,2.6,3.1,0.5,3.1,3.6,4.1,1.3,0.1,2.0,1.8,14.4,0.42,0.488,0.363,0.833,0.559,0.518,G
497,Landry Fields,2,39,2010,Stanford,32,32,36.3,7.8,15.8,6.8,13.1,0.9,2.7,5.6,8.0,2.5,6.2,8.8,2.8,1.6,0.8,2.6,2.0,22.0,0.49,0.521,0.337,0.696,0.56,0.519,G
498,Bruno Fernando,2,34,2019,Maryland,64,53,26.4,4.5,7.6,4.5,7.4,0.1,0.2,2.9,3.8,2.3,6.5,8.7,1.4,0.5,1.6,2.3,2.8,12.0,0.595,0.603,0.308,0.763,0.638,0.599,F
499,Carrick Felix,2,33,2013,Arizona State,94,69,27.9,3.6,8.0,2.6,4.7,1.1,3.2,1.9,2.6,1.3,3.5,4.8,1.3,1.0,0.8,1.7,2.4,10.2,0.456,0.545,0.326,0.704,0.552,0.522,G
500,Kay Felder,2,54,2016,Oakland,101,100,35.9,5.5,12.9,4.1,8.8,1.4,4.1,5.1,6.2,0.7,3.7,4.3,7.8,1.6,0.2,3.5,2.8,17.5,0.426,0.464,0.345,0.822,0.553,0.481,G
501,Derrick Favors,1,3,2010,Georgia Tech,36,35,27.5,5.0,8.1,5.0,8.1,0.0,0.0,2.5,4.0,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,0.611,0.613,0.0,0.629,0.621,0.611,F
502,Kenneth Faried,1,22,2011,Morehead State,70,66,32.5,6.5,11.0,6.5,11.0,0.0,0.1,4.0,6.8,5.0,8.8,13.8,0.8,1.8,2.1,2.5,3.2,17.1,0.593,0.595,0.25,0.586,0.599,0.593,F
503,Festus Ezeli,1,30,2012,Vanderbilt,92,61,19.7,3.1,5.6,3.1,5.6,0.0,0.0,2.7,4.5,2.0,3.1,5.1,0.2,0.4,2.0,1.7,2.8,9.0,0.564,0.564,,0.594,0.581,0.564,C
504,Jeremy Evans,2,55,2010,Western Kentucky,34,34,26.5,4.0,6.2,3.9,5.9,0.1,0.4,1.9,2.7,3.0,3.9,6.9,0.7,0.8,1.8,1.1,2.9,10.0,0.649,0.673,0.25,0.688,0.668,0.656,F
505,Jawun Evans,2,39,2017,Oklahoma State,54,52,29.1,5.7,12.7,4.7,10.2,1.0,2.5,4.2,5.1,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6,0.448,0.458,0.407,0.818,0.547,0.488,G
506,Jacob Evans,1,28,2018,Cincinnati,105,80,29.1,4.0,9.4,2.4,5.0,1.7,4.4,2.0,2.7,1.3,3.0,4.3,2.5,1.1,0.9,1.3,2.0,11.7,0.429,0.476,0.377,0.755,0.551,0.518,G
507,Tyler Ennis,1,18,2014,Syracuse,34,34,35.7,4.4,10.6,3.5,8.1,0.9,2.5,3.4,4.4,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,0.411,0.429,0.353,0.765,0.511,0.453,G
508,James Ennis,2,50,2013,Long Beach State,67,66,31.0,4.5,9.0,3.0,4.9,1.5,4.1,2.8,3.6,1.6,3.8,5.4,2.4,1.7,1.0,2.5,2.4,13.2,0.493,0.611,0.354,0.788,0.615,0.574,G
509,Kim English,2,44,2012,Missouri,103,93,27.8,4.2,9.9,2.3,5.0,1.9,4.8,2.5,3.5,0.7,2.8,3.6,1.6,1.3,0.2,1.9,1.9,12.8,0.427,0.453,0.399,0.728,0.559,0.524,G
510,Joel Embiid,1,3,2014,Kansas,28,20,23.1,3.8,6.1,3.8,5.9,0.0,0.2,3.5,5.1,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,0.626,0.639,0.2,0.685,0.655,0.629,C
511,Henry Ellenson,1,18,2016,Marquette,33,33,33.5,5.9,13.2,5.0,10.0,0.9,3.2,4.3,5.8,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17.0,0.446,0.495,0.288,0.749,0.534,0.48,F
512,CJ Elleby,2,46,2020,Washington State,64,60,32.2,5.7,13.8,3.7,8.4,2.0,5.4,3.2,4.2,1.4,6.1,7.5,2.4,1.4,0.7,2.6,2.8,16.6,0.413,0.443,0.367,0.749,0.524,0.485,F
513,Vince Edwards,2,52,2018,Purdue,138,127,28.7,4.3,9.0,3.0,5.8,1.3,3.2,2.1,2.5,1.9,3.7,5.6,2.9,0.5,0.5,1.7,2.0,11.9,0.473,0.518,0.392,0.82,0.581,0.543,F
514,Kessler Edwards,2,44,2021,Pepperdine,92,84,31.6,4.6,9.8,3.0,5.7,1.6,4.1,2.4,3.0,1.7,4.8,6.5,1.2,1.0,1.3,1.5,2.4,13.3,0.469,0.522,0.395,0.789,0.587,0.551,F
515,Carsen Edwards,2,33,2019,Purdue,108,94,29.4,5.9,14.2,3.3,7.2,2.6,7.1,3.4,4.2,0.4,3.0,3.4,2.5,1.2,0.2,2.2,1.9,17.8,0.412,0.455,0.368,0.817,0.547,0.504,G
516,Anthony Edwards,1,1,2020,Georgia,32,32,33.0,6.3,15.8,4.1,8.1,2.3,7.7,4.1,5.3,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.2,19.1,0.402,0.504,0.294,0.772,0.52,0.473,G
517,Devin Ebanks,2,43,2010,West Virginia,34,31,34.1,4.2,9.3,4.1,8.4,0.1,0.9,3.4,4.5,2.9,5.2,8.1,2.4,1.1,0.7,2.2,1.6,12.0,0.457,0.495,0.1,0.77,0.527,0.462,F
518,Tari Eason,1,17,2022,Louisiana State,56,12,22.4,4.6,9.1,4.0,7.2,0.6,1.9,3.2,4.2,2.3,4.1,6.3,1.1,1.6,1.2,2.2,2.7,13.0,0.504,0.551,0.327,0.757,0.585,0.538,F
519,Cleanthony Early,2,34,2014,Wichita State,75,58,26.2,4.9,10.5,3.4,6.2,1.5,4.3,3.7,4.6,1.8,3.8,5.7,0.7,0.8,0.8,1.7,2.4,15.1,0.47,0.555,0.348,0.819,0.596,0.541,F
520,Jalen Duren,1,13,2022,Memphis,29,29,25.3,4.9,8.1,4.9,8.1,0.0,0.0,2.2,3.6,3.0,5.2,8.1,1.3,0.8,2.1,2.2,2.7,12.0,0.597,0.6,0.0,0.625,0.608,0.597,C
521,Kris Dunn,1,5,2016,Providence,95,83,31.5,4.5,9.9,3.7,7.8,0.8,2.2,3.1,4.5,1.1,4.0,5.1,5.8,2.2,0.4,3.3,2.9,12.8,0.45,0.476,0.354,0.693,0.531,0.488,G
522,Chris Duarte,1,13,2021,Oregon,54,54,32.0,5.3,11.2,3.3,5.9,2.0,5.3,2.3,2.9,1.1,4.0,5.1,2.1,1.8,0.7,1.9,1.5,14.9,0.473,0.555,0.38,0.803,0.593,0.562,G
523,Andre Drummond,1,9,2012,Connecticut,34,30,28.4,4.6,8.6,4.6,8.5,0.0,0.1,0.8,2.6,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,0.538,0.541,0.0,0.295,0.509,0.538,C
524,Damyean Dotson,2,44,2017,Oregon,134,133,29.1,4.8,10.4,3.0,5.6,1.8,4.8,1.5,1.9,1.2,3.8,5.0,1.1,0.8,0.2,1.1,1.6,12.9,0.464,0.535,0.38,0.796,0.574,0.551,G
525,Ayo Dosunmu,2,38,2021,Illinois,90,90,33.2,6.3,13.4,5.1,9.9,1.2,3.6,2.8,3.8,0.8,4.0,4.8,3.9,1.1,0.2,2.7,1.9,16.7,0.47,0.516,0.345,0.75,0.548,0.516,G
526,Tyler Dorsey,2,41,2017,Oregon,75,74,30.0,4.6,10.0,2.5,5.1,2.1,5.0,2.9,3.9,1.1,2.8,3.9,1.8,0.8,0.1,1.7,1.8,14.1,0.455,0.493,0.416,0.732,0.591,0.558,G
527,Donte DiVincenzo,1,17,2018,Villanova,85,12,25.4,3.6,7.6,2.0,3.6,1.5,4.0,1.6,2.2,1.1,2.9,4.0,2.4,0.9,0.2,1.6,1.8,10.2,0.469,0.573,0.378,0.705,0.591,0.57,G
528,Spencer Dinwiddie,2,38,2014,Colorado,86,86,30.1,3.4,8.0,2.0,4.6,1.3,3.5,4.9,5.9,0.5,2.9,3.3,2.6,1.1,0.3,1.8,2.1,13.0,0.42,0.446,0.386,0.83,0.599,0.504,G
529,Gorgui Dieng,1,21,2013,Louisville,102,81,27.3,3.3,6.1,3.3,6.0,0.0,0.0,1.7,2.7,3.0,4.9,7.9,1.2,1.0,2.6,1.6,2.7,8.3,0.545,0.546,0.333,0.64,0.568,0.546,C
530,Jon Diebler,2,51,2011,Ohio State,74,73,36.4,4.0,8.4,0.9,1.6,3.1,6.8,1.8,2.1,0.3,2.4,2.7,1.9,1.1,0.1,1.0,1.4,12.8,0.47,0.521,0.457,0.842,0.679,0.654,G
531,Gradey Dick,1,13,2023,Kansas,36,36,32.7,4.8,10.9,2.5,5.2,2.3,5.7,2.1,2.5,1.1,4.0,5.1,1.7,1.4,0.3,1.3,2.1,14.1,0.442,0.484,0.403,0.854,0.581,0.547,G
532,Hamidou Diallo,2,45,2018,Kentucky,37,37,24.8,3.6,8.5,2.9,6.4,0.7,2.1,2.1,3.4,0.9,2.8,3.6,1.2,0.8,0.4,1.4,2.6,10.0,0.428,0.458,0.338,0.616,0.498,0.47,G
533,Cheick Diallo,2,33,2016,Kansas,27,1,7.5,1.2,2.1,1.2,2.1,0.0,0.0,0.6,1.0,0.6,1.9,2.5,0.0,0.3,0.9,0.6,1.4,3.0,0.569,0.569,,0.556,0.572,0.569,F
534,Moussa Diabate,2,43,2022,Michigan,32,26,24.9,3.7,6.8,3.6,6.3,0.1,0.4,1.6,2.6,2.4,3.6,6.0,0.8,0.3,0.9,1.5,2.7,9.0,0.542,0.564,0.214,0.619,0.565,0.549,F
535,Marcus Denmon,2,59,2012,Missouri,103,71,28.8,5.0,10.7,2.6,5.0,2.4,5.8,2.6,3.2,1.0,2.9,3.8,1.8,1.4,0.1,1.0,1.3,15.0,0.467,0.52,0.42,0.799,0.612,0.579,G
536,Sam Dekker,1,18,2015,Wisconsin,113,81,27.9,4.4,9.0,3.2,5.3,1.3,3.6,2.0,2.8,1.6,3.4,5.0,1.3,0.6,0.5,1.0,1.2,12.1,0.493,0.591,0.348,0.695,0.585,0.563,F
537,Branden Dawson,2,56,2015,Michigan State,130,122,26.6,4.4,7.8,4.4,7.7,0.0,0.1,1.4,2.4,2.5,4.4,6.9,1.4,1.3,1.1,1.7,1.6,10.1,0.559,0.564,0.0,0.558,0.562,0.559,F
538,JD Davison,2,53,2022,Alabama,33,5,25.8,3.0,6.5,2.2,4.0,0.8,2.5,1.8,2.5,1.1,3.7,4.8,4.3,1.0,0.4,2.9,1.2,8.5,0.463,0.565,0.301,0.728,0.558,0.521,G
539,Johnny Davis,1,10,2022,Wisconsin,62,31,29.2,4.8,11.1,4.0,8.5,0.8,2.5,3.0,3.9,1.2,5.0,6.2,1.6,1.1,0.7,1.7,2.1,13.4,0.431,0.462,0.325,0.779,0.518,0.468,G
540,Ed Davis,1,13,2010,North Carolina,23,23,27.9,4.8,8.3,4.8,8.3,0.0,0.0,3.8,5.7,2.9,6.7,9.6,1.0,0.4,2.8,2.0,1.8,13.4,0.578,0.578,,0.659,0.607,0.578,F
541,Deyonta Davis,2,31,2016,Michigan State,35,16,18.6,3.4,5.7,3.4,5.7,0.0,0.0,0.7,1.1,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,0.598,0.598,,0.605,0.601,0.598,F
542,Anthony Davis,1,1,2012,Kentucky,40,40,32.0,5.3,8.4,5.2,7.9,0.1,0.5,3.6,5.1,3.0,7.4,10.4,1.3,1.4,4.7,1.0,2.0,14.2,0.623,0.653,0.15,0.709,0.654,0.628,F
543,DeAndre Daniels,2,37,2014,Connecticut,99,80,23.8,3.6,8.0,2.8,5.6,0.8,2.4,1.5,2.0,1.2,3.5,4.6,0.5,0.6,1.2,1.3,2.0,9.6,0.454,0.499,0.349,0.752,0.537,0.506,F
544,Jared Cunningham,1,24,2012,Oregon State,98,83,27.9,3.9,8.5,3.0,6.0,0.9,2.5,4.4,5.8,0.9,2.1,3.0,2.0,2.2,0.2,2.6,2.5,13.0,0.455,0.501,0.344,0.754,0.576,0.505,G
545,Cade Cunningham,1,1,2021,Oklahoma State,27,26,35.4,6.5,14.8,4.2,9.1,2.3,5.7,4.9,5.8,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5,20.1,0.438,0.461,0.4,0.846,0.574,0.515,G
546,Jarrett Culver,1,6,2019,Texas Tech,75,58,29.5,5.3,11.6,3.9,7.5,1.4,4.1,2.9,4.2,1.2,4.4,5.6,2.8,1.3,0.6,2.1,2.0,14.9,0.459,0.522,0.341,0.687,0.548,0.518,G
547,Jae Crowder,2,34,2012,Marquette,72,52,30.2,5.2,10.6,3.8,6.5,1.4,4.1,2.7,4.0,2.1,5.4,7.6,1.8,1.9,0.9,1.0,2.5,14.6,0.492,0.581,0.35,0.683,0.584,0.56,F
